textID,text,selected_text,sentiment
2b56fbd943,_rex_513 i`m working all weekend,i`m working all weekend,neutral
9d57d8f6d6,hï¿½rlich!,rlich!,neutral
b7d300e8c7,hahah i wish that was true. this is really really bad just gonna stay home and chill tonight. and as usual i really wanted to go.,hahah i wish that was true. this is really really bad just gonna stay home and chill tonight.,neutral
ace925bfd9,got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads #realitycheck,got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads #realitychec,neutral
3d4144e04c,i wish i could go to e3. oh well....,i wish i could go to e3. oh well...,neutral
e85d70f2bd,exhausted. thank goodness my race is almost here! all this training is ruining my social life,exhausted. thank goodness,neutral
c944d245f0,http://twitpic.com/4ja4b - me & raj squad up!,me & raj squad up!,neutral
ba0d457ce9,"until brings back our everyone button, you can access the public timeline at http://twitter.com/public_timeline","until brings back our everyone button, you can access the public timeline at",neutral
07b727b996,_kill_boy that would be really great....except im not allowed to talk to boys on the phone long story...my fault,that would be really great....except im not allowed to talk to boys on the phone long story...my fault,neutral
ce7cbb3384,"soo embarassed i didn`t see the tweets i`ve been getting from kind followers. i`ll do better, i promise!!!","soo embarassed i didn`t see the tweets i`ve been getting from kind followers. i`ll do better, i promise!!",neutral
88a2fee6db,"hey ty for tip, wifi networking is one if my many talents i`ll get on it when i can be bothered lol",n i can be bothered lol,neutral
6d76ba5dcc,"it`s not my best writing, well i don`t think. lol. but it`s some! i`d read it all if i were you! it`s pretty **** good after all! =}. lol","it`s not my best writing, well i don`t think. lol. but it`s some! i`d read it all if i were you! it`s pretty **** good after all!",neutral
85621e6581,http://twitpic.com/4vw9a - lol wow i`m watching x-men: the last stand right now too,lol wow i`m watching x-men: the last stand right now too,neutral
c04e8e49aa,on my deck... perfect weather today! not feeling good tho...,perfect weather today! not feeling good tho...,neutral
436e47a4e0,"is at panera eating a bacon, egg and cheese with a coffee! http://twitpic.com/4jip9","is at panera eating a bacon, egg and cheese with a coffee!",neutral
6f9466f0f9,"_jodie um, i was thrown from `s van yesterday and had to be taken to the er","um, i was thrown from `s van yesterday and had to be taken to the er",neutral
e5f188ee99,"i`ve got sunburnt knees... it`s funny now, but i bet they`ll sting later had a fab day though x","i`ve got sunburnt knees... it`s funny now, but i bet they`ll sting later had a fab day though",neutral
6bc4867f7f,"ima go to sleep long day ahead....and its all benicks fault ,i so dislike him. >=( well good nite world!","all benicks fault ,i so dislike him. >=( well good nite world!",neutral
085f5b591e,_ goodnight,goodnight,neutral
ee109b3e82,(bye) plurk out muna. will be back when im done reading the book http://plurk.com/p/rq9c7,(bye) plurk out muna. will be back when im done reading the book,neutral
98ed3426fc,i wanna see drag me to hell someone take meee! oh and follow me. and subscribe: http://www.youtube.com/user/jessinoel29,i wanna see drag me to hell someone take meee!,neutral
99e28adbed,"no, havent heard anything about the show it hasnt been on on saturday nights, but there are the occasional sunday reruns.","no, havent heard anything about the show it hasnt been on on saturday nights, but there are the occasional sunday reruns",neutral
650b8c1d80,im following because of yaaaaaay conor!,im following because of yaaaaaay conor,neutral
da61b7cac9,says everyone was busy http://plurk.com/p/rou4v,says everyone was busy,neutral
3aee2b7ff8,_cohen i am lost. please help me find a good home.,i am lost. please help me find a good home.,neutral
395a5c0c9b,_mja ..i don`t know who gon do the yelling & cussing for upgrades when u go.,i don`t know who gon do the yelling & cussing for upgrades when u go.,neutral
5f10e6f054,_jolene try 90 4 next 3 days! :o yuk! lol n e thing poppin` @ sn?,_jolene try 90 4 next 3 days! :o yuk! lol n e thing poppin` @,neutral
1eba394ab7,expecto patronum!!! ----- nothing happens..,nothing happens..,neutral
490d822c76,"so there aren`t anymore exams, but there is only 3 days left. i`ve just now relized this is a bad thing. and a good thing. i dont know.",i`ve just now relized this is a bad thing. and a good thing. i dont know.,neutral
f28af05ca2,yay! thank you.. feels like ur yelling at us lol,yay! thank you.. feels like ur yelling at us lo,neutral
b1121e2efe,lol the sun is hiding hes having a lie in hows you?,the sun is hiding hes having a lie in hows you?,neutral
25a4f035bc,_lia should have grabbed some on the way to work,should have grabbed some on the way to work,neutral
dc99f59bb2,went to di bella coffee roasters today and asked for a job... the person i needed to speak to is on holiday... #fb,went to di bella coffee roasters today and asked for a job... the person i needed to speak to is on holiday... #f,neutral
8fab307adc,i trailed the streets of sheffield and couldn`t find the pub! and all the numbers i had were landlines. how goes it?,i trailed the streets of sheffield and couldn`t find the pub! and all the numbers i had were landlines. how goes,neutral
4300c847a9,http://bit.ly/s7hqe translate xmind to your language.,translate xmind to your language.,neutral
faae9fbb71,we were so busy i didn`t even get to talk with you!! please tell me you got your lipstick?!,we were so busy i didn`t even get to talk with you!,neutral
fff17f71fe,"hey boys, do you wanna see my teeth? (**** it, twitter donï¿½t wanna change my picture)","hey boys, do you wanna see my teeth?",neutral
3fd6003d6b,did u try taco n mac n cheese pizza???? i`m so cravin it right now but all the good food makes me sick,but all the good food makes me sick,neutral
289722520f,im well bored had a great half term and i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),neutral
b29ac23fe2,"_rigby well my neck hurts from moving out you massage me, i massage u?! lol!","my neck hurts from moving out you massage me, i massage u?! lol!",neutral
7f59b000cd,what`s going on ?,what`s going on,neutral
ab2c0d3294,@__emilyy you guys are the bomb haha,you guys are the bomb haha,neutral
999d9eb8aa,http://twitpic.com/66y00 - niceee hey i never get stickersss,niceee hey i never get stickersss,neutral
d81e3618bd,i know. #hhrs,i know. #h,neutral
23094aded9,well poop. looks like the office doesn`t have the keys. i don`t have the keys. neighbors don`t have the keys. bike rides from now on.,well poop. looks like the office doesn`t have the keys. i don`t have the keys. neighbors don`t have the keys. bike rides from now,neutral
10094a592a,"i`m yaoo, not sonnnny","i`m yaoo, not sonnnn",neutral
3ef1ed0d70,http://bit.ly/137cty how about some celtic up in our lives?,how about some celtic up in our lives?,neutral
6cbd2be7e2,can`t wait 2 hand in work tomorrow then im practically finished for the year yay!!!!!!!,can`t wait 2 hand in work tomorrow then im practically finished for the year yay!,neutral
b7d7339670,fever of 103. awesome. my tonsils are so swollen i can`t even eat solid food. still on location the pictures rule though,awesome. my tonsils are so swollen i can`t even eat solid food. still on location the pictures rule though,neutral
03e3bc0774,go to school :/ reviens ï¿½ 15h30,go to school :/,neutral
9529758063,'i will stumble.. i will fall down... but i will not be moved ',i will stumble.. i will fall down... but i will not be moved,neutral
e77f1f235b,says morning. http://plurk.com/p/x34ap,says morning.,neutral
e6a8675ba5,_wockeez i wish i can go. but i`m not in us,i wish i can go. but i`m not in us,neutral
f62728e9d7,"well, someone told me it`s only there for two weeks i`m going again next week with a friend in school time :p ...","well, someone told me it`s only there for two weeks i`m going again next week with a friend in school time :p ..",neutral
42c0e9568e,& i got too much work to do,i got too much work to do,neutral
a14955274a,i think i have h1n1... or maybe just a cold.,i think i have h1n1... or maybe just a col,neutral
d55d1de4e0,i want a copy to read! i can`t find it at my little library. #bea09,i want a copy to read! i can`t find it at my little library.,neutral
67d08add4f,_union don`t let anyone run you away from anything,don`t let anyone run you away from anything,neutral
b683f272a7,sky diving was aaaaaawwwesome!!!! kinda bored now though,aaaaaawwwesome!!!! kinda bored now though,neutral
edf9ec7197,in all honesty...pain blech.,in all honesty...pain blech,neutral
7af2c970ab,"_l_s how was the game? unfortunately, teh cavs lost i`m sure you had fun though","how was the game? unfortunately, teh cavs lost i`m sure you had fun though",neutral
bdf5a8fe4c,"eh, you`re a really nice girl how are you? miss youuuuuuu",ly nice girl how are you? miss youuuuuu,neutral
10696c8559,_rade oh no the economy gotcha? sorry but so happy that you got another one in la! enjoy socal! ahahaay! lol,sorry but so happy,neutral
f98db090f7,this is a status update to twitter from ice timestamp: sun may 10 10:57:44 cest 2009,this is a status update to twitter from ice timestamp:,neutral
6648cd4a3c,i widddd but i`ll be on a bus to london & also,i widddd but i`ll be on a bus to london & als,neutral
56b9a05715,oh the memories ? http://blip.fm/~5yxd4,oh the memories ?,neutral
bd8fa4ddf5,k now i`m really going to bed even tho i ain`t tired night! <3,k now i`m really going to bed even tho i ain`t tired night!,neutral
cb4930bc8a,to jodies and played sims till my daddy picked me up and that is what i did yesterday. basically it was my social time,to jodies and played sims till my daddy picked me up and that is what i did yesterday. basically it was my social,neutral
a026973b94,yes my dear v,yes my dear,neutral
d413a83a5b,: i love camp fires i just wish the kids would try a bit harder to sing along,i love camp fires i just wish the kids would try a bit harder to sing along,neutral
eb750f1bb0,"good morning, baby yes, i slept like a rock. refreshed & ready for anything. how are you? *hugs you & doesn`t let go* miss u","good morning, baby yes, i slept like a rock. refreshed & ready for anything. how are you? *hugs you & doesn`t let go* miss",neutral
366cc0d7ac,"_____ re:firmware. heh, just a coincidence. i didn`t do anything. maybe the sw guys heard you?","re:firmware. heh, just a coincidence. i didn`t do anything. maybe the sw guys heard you?",neutral
73fb731c75,"oh, left off the smiley face so you knew i was kidding.",w i was kidding.,neutral
6c8544613a,morning peeps... if you need to get at me you know where i am... i`ll be around ? http://blip.fm/~5jtyh,morning peeps... if you need to get at me you know where i am... i`ll be around,neutral
1206faee1b,prettty goooooooood going to daaaaaancing in a mo and havnt studied much for maths :|,prettty goooooooood going to daaaaaancing in a mo and havnt studied much for maths,neutral
806f3b3df4,check this video out -- scriptgirl report 05.08.09 http://bit.ly/hclxp ... i can officially now survive the weekend,i can officially now survive the weekend,neutral
eadfbc1b72,_bexi i totally and completely agree,i totally and completely agree,neutral
3d07aaa737,i`m going to turn it off. we tribbles don`t need tracking devices! #hhrs,i`m going to turn it off. we tribbles don`t need tracking devices!,neutral
d5e3295cad,say hi nikki pleaseeeeee...lol. (soulja boy tell `em live live > http://ustre.am/2uhs),say hi nikki pleaseeeeee.,neutral
09839c33f5,the thought of splitting the estate is depressing of course! (kidding!) i don`t like the thought of my parents dying,depressing of course! (kidding!) i don`t like the thought of my parents dying,neutral
b966ee83d5,"the day after.... i`m not sick but a little tierd...a bit to much to drink, but i had fun!","i`m not sick but a little tierd...a bit to much to drink, but i had fun!",neutral
4dcf30f88a,_harris there were way more than two! ten hours of real-ale takes it out of you,there were way more than two! ten hours of real-ale takes it out of you,neutral
0b704e3a6e,hey cool: http://oproer.com/twwwitter/,hey cool:,neutral
aac25880dd,"http://79.170.44.101/buma.ro/ temporary address not working either, m8. they must have done something to the domain","temporary address not working either, m8. they must have done something to the domain",neutral
9b2f1deeaa,my pleasure and sorry to hear about the pollen thing,my pleasure and sorry,neutral
8483438c0d,"_jamie how are ya, honey? what happend to account ?","how are ya, honey? what happend to account",neutral
60c700093b,still got one more year with t-mo tho i might just get a new bb curve. not too concerned abt apps. batt life is important,. not too concerned abt apps. batt life is important,neutral
26cc370a41,oops forgot to shave my legs! byebye to my favorite cousin bklyn two nights in a row... we go hardd!!!!!!!,oops forgot to shave my legs! byebye to my favorite cousin bklyn two nights in a row... we go hard,neutral
2e0feae993,_gurl_cece what up?,what up?,neutral
d95ff811cd,flirting! ima good man with bad habits.,ima good man with bad habits.,neutral
980c7d489b,"boingo connected without fuss this time, but it`s slower`n snail piss... (mdw, food count between concourses a and b)","boingo connected without fuss this time, but it`s slower`n snail piss..",neutral
866c9a8272,the lost cost is a total plus. nutella is like peanut butter mixed with chocolatey goodness. yumm. ^^,the lost cost is a total plus. nutella is like peanut butter mixed with chocolatey goodness. yumm.,neutral
18187b9824,i`ve always been a ppl person just hid behind bad self confidence for 2 long u can do anything!,i`ve always been a ppl person just hid behind bad self confidence for 2 long u can do anything,neutral
0c493b7549,http://twitpic.com/4wegx - lol.. sorry. too **** funny!,sorry. too **** funny!,neutral
b037d88365,"_bones four capital letters. aye boy, same as that. i heart justice.","aye boy, same as that. i heart justice.",neutral
923f8c1b23,"loved ap tour in columbus, oh last night! i`m still exhausted! goin to bed now so sweet dreams!! gnight!!",i`m still exhausted! goin to bed now so sweet dreams!! gnight!!,neutral
02d8181035,well im gonna go shower now. gotta get rdy 4 movies in a couple hours! byeee ~~ esther <3 p.s.s i miss u katherine,well im gonna go shower now. gotta get rdy 4 movies in a couple hours! byeee ~~ esther <3 p.s.s i miss u kath,neutral
67a620edc9,_assassin sucks about your cat... hope you guys feel better,sucks about your cat... hope you guys feel better,neutral
3f3f721e62,http://www.thinkgeek.com/books/nonfiction/b322/ <-- get me one of those and maybe next time,get me one of those and maybe next time,neutral
1c245fd3dd,peewee is napping on the couch. http://apps.facebook.com/dogbook/profile/view/5608012,peewee is napping on the couch.,neutral
d9e249144e,so its superstar sunday? is one superstar i know #sunday,so its superstar sunday? is one superstar i know #sunda,neutral
1307cc3ab9,ok so i did shed a few tears watching the preview for next weeks medium. i`m so scared. i`m so addicted to this show. i love it,. i`m so scared. i`m so addicted to this show. i love it,neutral
fb647d7593,haha i fail just remember sohcahtoa xd,haha i fail,neutral
93e44cb7e7,"this is original from yours truly... 'if you want to become wealthy, learn the things most ppl say they don`t have time for' -me","his is original from yours truly... 'if you want to become wealthy, learn the things most ppl say they don`t have time for' -me",neutral
f3e2413b15,yeeeeah . . . and it was in into too seen empire top 100 computer games? http://www.empireonline.com/100greatestgames/,yeeeeah . . . and it was in into too seen empire top 100 computer games?,neutral
181f7433bb,ed is off to cornwall with school for a week confused +,ed is off to cornwall with school for a week confused,neutral
abc732bed8,_assassin we are soooo sorry we love kitties and know how much they become a part of you.,we are soooo sorry we love kittie,neutral
b58a92fe10,get lit i am http://bit.ly/oasqr,get lit i am http://bit.ly/,neutral
2fc9753d4b,"bike trail - 1, miss j - 0, two front teeth - 1 1/2.. hopefully! vacations suck!",hopefully! vacations suck!,neutral
c9e8d1ef1c,says good (or should i say bad?) afternoon! http://plurk.com/p/wxpdj,says good (or should i say bad?) afternoon!,neutral
8fd3eeca66,instant internet marketing empire! + *bonus* recoup your investment in 24 hours or less http://megaredpacket.com/?aff_id=7891,instant internet marketing empire! + *bonus* recoup your investment in 24 hours or less,neutral
62020f688c,"academy rector with tons of tutors looks like the way to go, since all the good trix draw engines and mana accel is gone.",since all the good trix draw engines and mana accel is gone.,neutral
ab2ff47163,of course it is http://is.gd/kqsk,of course it is,neutral
10157a4b9f,"yeah i think it just depends on what you`re doing with it, but at least im getting it for free ill miss my sk though",but at least im getting it for free ill miss my sk though,neutral
00e8a1fe4e,_kartz i`ve been studying for a year now and 5 years in school...,i`ve been studying for a year now and 5 years in school...,neutral
c21c444fa4,aww i don`t want u to suffer it`s just midol isn`t working for me. grrrrr i hate that stuff. but i love you tho.,r i hate that stuff. but i love you tho.,neutral
72aa630b62,_radio i`m too awake now ill have a nap this afternoon,i`m too awake now ill have a nap this afternoon,neutral
1bf5f55d51,we keep very different hours.,we keep very different hours,neutral
90de57062c,_deadgirl :hard stare:,hard stare:,neutral
6fc00bea3d,why would you want a clone? unboxed a new 24' imac last night and it`s beautiful! too bad it`s not mine,it`s beautiful! too bad it`s not mine,neutral
182cbabf99,jammin to capital in my garden ****,jammin to capital in my garden,neutral
ee814e76c1,enjoyed last night at what i call 'real world social networking' - lok event in vancouver. it was great!. but headeache today,enjoyed last night at what i call 'real world social networking' - lok event in vancouver. it was great!. but headeache toda,neutral
c06c7c3adf,how about give golf lessons?? and sing to your student taking lessons?? (jakeowen2009 live > http://ustre.am/2s1y),how about give golf lessons?? and sing to your student taking lessons??,neutral
fa80486618,and now! its #starwarsday!!!! to celebrate i should watch some star wars - richard,and now! its #starwarsday!!!! to celebrate i should watch some star wars,neutral
40d56767e6,update! island flowers - large pouch http://tinyurl.com/qnh5oy,update! island flowers - large pouch,neutral
83ea91fe2c,says ...tomorrow is another day... http://plurk.com/p/x1pxh,says ...tomorrow is another day...,neutral
2d2c1adca0,um...how long has it been since you slept?? startin to worry over here.. well i hope you are having fun... lots of love to you,startin to worry over here.. well i hope you are having fun... lots of love to you,neutral
9a2d5d2a8b,_lu just one part of a very odd trip. you travel for 3 months you see some weirdness. loved perth though,lu just one part of a very odd trip. you travel for 3 months you see some weirdness. loved perth though,neutral
327da328ac,_teamgreen marriage course is not running on either of the bank holidays in may. back and running next week,marriage course is not running on either of the bank holidays in may. back and running next week,neutral
e0f9fc8d42,http://twitpic.com/4wppn - this is how wild at down and derby... trnds3trs,this is how wild at down and derby... trnds3trs,neutral
02fef838dd,_nobel ? ? ????????????? = ?????? ?????? ?????? ?? ????,_nobel,neutral
52956cde79,gogol bordello < par. prolly not even in the top 10 of gb shows i`ve seen. perhaps some old fashioned civilization ii will help?,gogol bordello < par. prolly not even in the top 10 of gb shows i`ve seen. perhaps some old fashioned civilization ii will hel,neutral
5dd285d847,_online when will the maintanance end? i would like to backup some stuff.,when will the maintanance end? i would like to backup some stuff.,neutral
dab908cd60,this is what i am drinking instead of beer: airport is out of beer.. at least it is carbonated... http://mypict.me/1zu9,this is what i am drinking instead of beer: airport is out of beer.. at least it is carbonated...,neutral
ffaccf8278,"so, just pointed out to me that she has not been able to be involved in this convo for lack an iphone","so, just pointed out to me that she has not been able to be involved in this convo for lack an iphon",neutral
8731f9f41f,officially moss doesnt work on vista but unofficially its fine,officially moss doesnt work on vista but unofficially its fi,neutral
b4f4f3c12b,listening to revenge by kiss to get inspiration... i don`t think kristie is really digging it though,listening to revenge by kiss to get inspiration...,neutral
521dc18140,"oh look! traditional chinese, it`s so charming i love the ? miss those shutters on the doors...","oh look! traditional chinese, it`s so charming i love the ? miss those shutters on the doors.",neutral
965c648e73,"although wolverine wasn`t a great movie, i don`t think it was as bad as everyone is saying...& at least taylor kitsch was in it","wolverine wasn`t a great movie, i don`t think it was as bad as everyone is saying...& at least taylor kitsch was in it",neutral
baff931d7f,it just hit me that i am leaving conti... boooooooo..,it just hit me that i am leaving conti... boooooooo.,neutral
66340e4f32,thanxx for following me,thanxx,neutral
bda1f81554,_sunshine i figured that... but i ended up taking my cousin to work in the rain anyway... but hit me up,_sunshine i figured that... but i ended up taking my cousin to work in the rain anyway... but hit me,neutral
7765613f7c,excited! double bio today. i don`t have a straightener and my hair looks horrendous at the moment. wtf am i supposed to do?,excited! double bio today. i don`t have a straightener and my hair looks horrendous at the moment,neutral
d94ab95b96,listening to we are dead ocean by . i actually listened twice in a row because it`s so short and pleasing,because it`s so short and pleasing,neutral
5eff927ac5,that mango shake made all the difference. - http://tweet.sg,that mango shake made all the difference.,neutral
6b7340ec5d,see that traffic northbound? that`s my commute http://twitpic.com/67x74,see that traffic northbound? that`s my commute,neutral
432bf6003e,http://twitpic.com/66u67 after the shot calmin down!,after the shot calmin down!,neutral
6a679e5e43,new book in the pocket http://bit.ly/1bi7ad,new book in the pocket,neutral
768985a78d,: awwwwwwwwwwe that okay. i missed bullet`s concert in toronto last summer `cause i had just gotten into them d:,awwwwwwwwwwe that okay. i missed bullet`s concert,neutral
38033268b7,"was late today, due to construction!!! tgif...","was late today, due to construction!!!",neutral
afca0808c2,"****. i had 11 goldfish. oh well, that`s my dinner. anyways! check out my blog yoooo http://weaselbee.blogspot.com/","****. i had 11 goldfish. oh well, that`s my dinner. anyways! check out my blog yoooo",neutral
7b7f6aa54f,"check out her new song 'sentimental, wat-a-joke-ental' she`s a fren www.last.fm/music/marple+meg","check out her new song 'sentimental, wat-a-joke-ental' she`s a fren",neutral
20c5e069dd,_carroll i want a marty mcflyy t-shirt.,i want a marty mcflyy t-shirt.,neutral
9abee8d4e9,2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,neutral
578d6c1bfe,"my friend cliff has the tix, so i have to wait on him or you can ask trent to just let me in. you know, over all else >.>.","my friend cliff has the tix, so i have to wait on him or you can ask trent to just let me in. you know, over all else >.",neutral
036fd7221e,thankfully it`s just a really bad sinus infection. they`re just watching out for me since i`ve traveled recently. thanks though,thankfully it`s just a really bad sinus infection.,neutral
4fbdde8980,your vid wont play x,your vid wont play,neutral
509a6c533a,followed by the great super mazembe. one of the favorites around here ? http://blip.fm/~5jkbp,followed by the great super mazembe. one of the favorites around here ?,neutral
0aede53d2d,burp the frog http://is.gd/rae9,burp the frog,neutral
aa5fa36e1d,not cool. hope you feel better. i went up there for breakfast buy you were gone.,not cool. hope you feel bette,neutral
5a77e2b2d6,i got it! i hope i get off of work in time for up want my job?,i got it! i hope i get off of work in time for up want my job,neutral
dd638181f9,yea.. i will haha,yea.. i will ha,neutral
8c650fdebd,got a surprising and sad news on a friday (clue:effect of global financial crisis) http://plurk.com/p/x2vyi,got a surprising and sad news on a friday,neutral
ab268b8073,"yup, indeed, like train announcements: shortly we will arrive in kï¿½lle","yup, indeed, like train announcements: shortly we will arrive in",neutral
3f2e58d04b,did you get to meet ace frehley? love his guitar playing. not sure how coherent a speaker he might/might not be.,did you get to meet ace frehley? love his guitar playing. not sure how coherent a speaker he might/might not be,neutral
fefc0ed9f0,wow.???? ??????,wow.,neutral
807aa145f4,"http://www.facebook.com/pages/hellotxt/73275306275 this message is posted on hellotxt facebook fan page through hellotxt, check it out","this message is posted on hellotxt facebook fan page through hellotxt, check it out",neutral
ea028cdcf1,_argie yes i am,yes i am,neutral
42b4c0e6a4,very bummed i can`t go to the open house today. dd and i woke up with a stomach bug. blech. y`all have fun!,very bummed i can`t go to the open house today. dd and i woke up with a stomach bug. blech. y`all have fu,neutral
6fbe1bf447,i`m still thinking ... idk,i`m still thinking,neutral
95892d270c,_trees true. that`s kind of your style isn`**** and less of the 'old chap' ;-),true. that`s kind of your style isn`**** and less of the 'old chap' ;-),neutral
a6c4a1d9c7,_mom maybe people would start looking for us... like 'where`s waldo' but 'where`s the ckc'?,maybe people would start looking for us... like 'where`s waldo' but 'where`s the ckc'?,neutral
6ccec768e2,"definitely, or even just 'i`ll call you', they never do how was ur day? ****","definitely, or even just 'i`ll call you', they never do how was ur day",neutral
644702023f,hmm...what to make for dinner tonight??? no clue. don`t feel like cooking anything hubby wants to go away tonight.,hmm...what to make for dinner tonight??? no clue. don`t feel like cooking anything hubby wants to go away tonigh,neutral
451fba032d,"out for a walk in the cornish countryside, on the great british bank hol http://bit.ly/ailun http://yfrog.com/6rwwtj","out for a walk in the cornish countryside, on the great british bank hol http://bit.ly/ailun http://yfrog.com/6rww",neutral
4c2e5f9b2c,hi bruce i am trying to eat healthy! it`s kinda scary when i read 'eat this not that' maggots and rat hair in our food,hi bruce i am trying to eat healthy! it`s kinda scary when i read 'eat this not that' maggots and rat hair in our,neutral
8d015c2747,http://twitpic.com/4jjdx - soak your had in hot water (but not boiling) for about 30mins - it`ll pull them right out,soak your had in hot water (but not boiling) for about 30mins - it`ll pull them right out,neutral
b4e0af0496,finished dexter season2 start on season 3 next week?,finished dexter season2 start on season 3 next week,neutral
751762b290,doing okay. how are you doing?,doing okay.,neutral
2efb3579d3,want 2 transfer my naini trip pictures 2my comp so i can upload thm on web bt i dnt hv my usb snt few via multimedia @ 5 rs/pic. expnsiv!,want 2 transfer my naini trip pictures 2my comp so i can upload thm on web bt i dnt hv my usb snt few via multimedia,neutral
1e7e636278,hahah i sowwie hun whats up thoe ?,hahah i sowwie hun whats up thoe,neutral
a734378195,last #ff _diesel _web_design,last #ff _diesel _web_desig,neutral
5de31bf0bd,aww i know its my addiction! awww i know sameee ! its just more more more !,aww i know its my addiction! awww i know sameee ! its just more more mor,neutral
34ed05dc98,"jon & kate + 8 kids attracted a huge tv audience, tabloid headlines, and now a state labor investigation http://tinyurl.com/l7zt72","jon & kate + 8 kids attracted a huge tv audience, tabloid headlines, and now a state labor investigation",neutral
c399097cad,night night twits! im so glad i will be waking up to a saturday off work!! printer has broke though,im so glad i will be waking up to a saturday off work!! printer has broke though,neutral
c237b64754,ditching out again? you will be missed. i wish my ruby boys would represent.,? you will be missed. i wish my ruby boys would represent,neutral
80fc443957,answering email questions for art of photography show. yes-i actually reply. http://www.artofphotographyshow.com entry deadline may 22nd,answering email questions for art of photography show. yes-i actually reply.,neutral
e683917909,lol were always friends i havent got hers yet .. and im busy next weekend dunno when im getting yours and hers,lol were always friends i havent got hers yet .. and im busy next weekend dunno when im getting yours and her,neutral
e0e9a3dd87,whatz that supposed to mean i have a dog now waaaaaaaaaah lol jk,whatz that supposed to mean i have a dog now waaaaaaaaaah lol,neutral
6b29cf2393,hey talinda how tyler slept this night? my nephew is now 4 yrs old and he stopped naps from age 3,hey talinda how tyler slept this night? my nephew is now 4 yrs old and he stopped naps from age,neutral
df7ee6a593,still @ the courthouse! happy to have a job... sad its this one!,happy to have a job... sad its this on,neutral
3e6b71fda4,"i know but maybe by then you will have forgotten about it, and it will be like christmas in july!!","i know but maybe by then you will have forgotten about it, and it will be like christmas in july!",neutral
a6350df44b,"ooh i`ve got that dvd, never got around to watching it is it any good?","ooh i`ve got that dvd, never got around to watching it is it any good",neutral
445a420a00,yep. wasn`t that much to play with though. just install and voilï¿½! it works but you need a fast connection...,it works but you need a fast connection...,neutral
bec37a7c92,keep trying...taking texts all week long...,keep trying...taking texts all week long.,neutral
65539f18d2,"_spark heheh. odd though, i thought a couple of the others i`d done were better","odd though, i thought a couple of the others i`d done were better",neutral
4b6c0e54c6,http://twitpic.com/6698b - clean,clean,neutral
04a9c22b52,better finish off an order for this little guy first tho http://tinyurl.com/cltln9 time to go cheerio an drasda!,better finish off an order for this little guy first tho http://tinyurl.com/cltln9 time to go cheerio an drasda,neutral
652d472cfe,where are the good music and lyrics?! it seems like humans have lost their ability to understand whats good and whats bad.,whats good and whats bad.,neutral
f6ca88db6f,http://twitpic.com/66r0u - uh wait...i thought this was the 29th...tonight,uh wait...i thought this was the 29th...tonight,neutral
1b5e6d907e,"wattup bro, hows it going, i see ya twitter is kicking butt jv http://twurl.nl/ogzbdl","wattup bro, hows it going, i see ya twitter is kicking butt jv http://twurl.nl/ogzbd",neutral
e728bbb957,from my heart to yours ? http://blip.fm/~5jo4w,from my heart to yours ?,neutral
5ca9a346d6,"going through your tweets right now, probably missed all the good ones in the last 4 hours",probably missed all the good ones in the last 4 hours,neutral
eb7e14290e,"cool, never heard of that in ny http://myloc.me/21uf","cool, never heard of that in ny http://myloc.me/21u",neutral
4cb187e3de,when the sun goes down!!! ? http://blip.fm/~5yyud,when the sun goes down!!,neutral
f3ea3c42f3,"http://twitpic.com/4wsjr - leisure bay beach (i see the pic. wasn`t uploaded last time, grrr!)","leisure bay beach (i see the pic. wasn`t uploaded last time, grrr!)",neutral
8dc47ce650,_burnett firmly embedded in her hampstead constituency then,embedded in her hampstead constituency then,neutral
948b5d4dab,yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more,yeah quite a few kids in my school got swine flu.,neutral
7fea401ddd,the 14-24 is definitely going... sold the 70-200 and 200f2 is too heavy think i`ll get away with the 50/85? #twedding,the 14-24 is definitely going... sold the 70-200 and 200f2 is too heavy think i`ll get away with the 50/85? #tweddin,neutral
9707b0fc9a,now i feel left out... all alone in az...lol,now i feel left out... all alone in az...,neutral
10fbf2f691,amy did u already check out the antics of parella and marcia? news... and entertainment on twitter,amy did u already check out the antics of parella and marcia? news... and entertainment on twitte,neutral
2739651ca2,"#mqm has opted to strike, may 12th - altaf bhai to unveil what really happened in #karachi http://tinyurl.com/c73ehq","has opted to strike, may 12th - altaf bhai to unveil what really happened in #karachi",neutral
09bbc9cefb,http://twitpic.com/6714p - well done guys! i am gonna miss the tweets!,- well done guys! i am gonna miss the tweets!,neutral
8e74e2abc3,that`s not good to hear! i hope everything is fine..i will keep you & your family in prayer! i love you isabela uribe,that`s not good to hear! i hope everything is fine,neutral
5e5088670d,math quiz: if meow = but allergies = then meow + allergies = ?,math quiz: if meow = but allergies = then meow + allergies =,neutral
84ddf5a9e3,_z i cant even think about anything that smells like alochol lol,i cant even think about anything that smells like alochol lol,neutral
