Unnamed: 0,textID,selected_text,text,sentiment,eqs,is_link
3174,f59bbec4a3,// i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs = gregg,// i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,neutral,False,False
3188,e8d8465eab,"do you have a chronic illness blog? let me know, i`ll post your link on my own www.ptsici.blogspot.com","do you have a chronic illness blog? let me know, i`ll post your link on my own  www.ptsici.blogspot.com",neutral,False,False
3212,981a6f186d,the music video i made for my project for `this city is contagious` by is uploading to youtube now.,the music video i made for my  project for `this city is contagious` by  is uploading to youtube now.,neutral,False,False
3231,8882fae1ac,just watched slumdog millionaire its soo goood i love it :] but its sad!,just watched slumdog millionaire  its soo goood i love it :] but its sad!,neutral,False,False
3244,1944d83437,its headed this way,_serafina85 its headed this way,neutral,False,False
3246,e4ef55358a,on my way to school not feeln this rainy day at all.... but i had lots of fun this weekend ....,on my way to school not feeln this rainy day at all.... but i had lots of fun this weekend  ....,neutral,False,False
3256,1d5318a66f,listening to jesse`s music & on myspace. also getting the hang of twiiter. i feel that i need more followers. don`t be shy!,listening to jesse`s music  & on myspace. also getting the hang of twiiter. i feel that i need more followers.  don`t be shy!,neutral,False,False
3258,5caa73746c,"_traveler i want the tix! oh, right. i`m know where near vacaville ca.","_traveler i want the tix!  oh, right.  i`m know where near vacaville ca.",neutral,False,False
3262,94ba09618a,insomniaa. been trying to sleep for 2 hours . :|,insomniaa.  been trying to sleep for 2 hours . :|,neutral,False,False
3290,edef02e047,wow that`s a big list...lol. i would be happy if i got half of that done. now i feel lazy...thanks. just kidding,_7 wow that`s a big list...lol. i would be happy if i got half of that done. now i feel lazy...thanks. just kidding,neutral,False,False
3292,a35314257a,edgefest! or maybe since you`re driving...,edgefest!  or maybe  since you`re driving...,neutral,False,False
3319,8e2432e61d,"finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday! #fb","finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb",neutral,False,False
3321,a00d6e8a18,"hmm, had first pizza in ages and feel a bit sick now that`ll teach me!","hmm, had first pizza in ages and feel a bit sick now  that`ll teach me!",neutral,False,False
3329,415e492cfb,omg cliff richard songs in my mind? just why lol,omg cliff richard songs in my mind? just why  lol,neutral,False,False
3331,18bcba79be,i`ve not had a reply on my topic yet lolz welll its not somethin you could reply too but yanno ;),i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;),neutral,False,False
3332,f529745a98,woo hoo. sun outside might be able to get some sunset shots tonight... fingers crossed!!!!,woo hoo.  sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,neutral,False,False
3337,897dab966b,where? u magazine?,where?  u magazine?,neutral,False,False
3347,d0c93e2a81,"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive boy drivers ed should be fun this summer d:","stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer d:",neutral,False,False
3371,bb16d5ae08,curses upon the ridiculously slow internetz at work! the dang image just now loaded...,curses upon the ridiculously slow internetz at work!  the dang image just now loaded...,neutral,False,False
3399,e0589e3ebd,i`m so sorry to hear that you`re in the hospital. hope you`ll be better soon.,i`m so sorry to hear that you`re in the hospital.  hope you`ll be better soon.,neutral,False,False
3400,a4f6100563,a salt pig thing coz she broke her other one! lol do you guys even no wat a salt pig is?,a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?,neutral,False,False
3406,1af280ac83,"i always have 2 do xtra cleaning b4 leaving... so now were on da road on 2 springhill suites, then cafe 360, yum!","i always have 2 do xtra cleaning b4 leaving... so now were on da road  on 2 springhill suites, then cafe 360, yum!",neutral,False,False
3412,b8547d3835,yup on to mother`s day. any plans for your birthday?,yup  on to mother`s day. any plans for your birthday?,neutral,False,False
3424,7b474b659d,what up? why no tweets. are you also filming in a place w/ no signal? .hmmm.,what up? why no tweets. are you also filming in a place w/ no signal?  .hmmm.,neutral,False,False
3425,73afc6a90d,yeah whatever...in your twisted mind maybe! ;) lol ... oh wait that`s mine too!!,yeah whatever...in your twisted mind maybe! ;) lol  ... oh wait that`s mine too!!,neutral,False,False
3431,46f859bacf,"absolutely tru...the horror of it still washes ovr me sometimes if i think abt the actual last days, but the gd memories go on","absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on",neutral,False,False
3436,43661e198b,"look up our youtube jessandnicolemusic, we are new, leave comments and subscribe thankyou x","look up our youtube jessandnicolemusic, we are new, leave comments and subscribe  thankyou x",neutral,False,False
3472,863e09ee74,have fun! i am sad to not be with you guys,have fun!  i am sad to not be with you guys,neutral,False,False
3477,5648799bc4,_ellen and she`s 9.5 and a rescue.. bad hips. she deserves pampering! she`s full of life though!!,_ellen and she`s 9.5 and a rescue.. bad hips.    she deserves pampering!  she`s full of life though!!,neutral,False,False
3490,f13fd6b067,`m working on a logo on photoshop & it didn`t work out.. hehe.. try again lah..,`m working on a logo on photoshop & it didn`t work out..  hehe.. try again lah..,neutral,False,False
3501,d24ea15375,it was sunny when i entered the sub-basement. now it`s raining.,it was sunny when i entered the sub-basement.  now it`s raining.,neutral,False,False
3502,c3c168bc80,orange vitamin water 10 is my new addiction u should try it.,orange vitamin water 10 is my new addiction  u should try it.,neutral,False,False
3524,e965e50c60,my hair dresser passed away yesterday from breast cancer she was the greatest hair dresser i`d ever been to!,my hair dresser passed away yesterday from breast cancer  she was the greatest hair dresser i`d ever been to!,neutral,False,False
3528,0bb5b4d19c,"friday evening......what to do, what to do. i have to idea.","friday evening......what to do, what to do.  i have to idea.",neutral,False,False
